seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
20,raw:1d2c4132d0687f453211171b56f558756eb32f0e,2026-05-14T23:05:23+00:00,1778799923,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.58,31.52,18.2816,20,20,0,0,136.083658,289.079346,149.965283,139.114063,139.114063,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
21,raw:70a22ee53cec7f17f6d941cc1c78eca53d5d5f34,2026-05-14T23:05:23+00:00,1778799923,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.58,2.16,1.2528,21,21,0,0,137.336458,291.239346,149.965283,141.274063,141.274063,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
22,raw:07da6e66aded56767ad302089947eafe028935db,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.51,12.16,6.2016,22,22,0,0,143.538058,303.399346,149.965283,153.434063,149.965283,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
23,raw:40217cca5eef36a727342be67d4b709f3fb493f9,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.41,5.0,2.05,23,23,0,0,145.588058,308.399346,154.965283,153.434063,153.434063,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
24,raw:53b22ab3f06ad2ad58b3d60f89baf3c3645d0c0e,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.5100000467209367,8.775509,4.47551,24,24,0,0,150.063568,317.174855,154.965283,162.209572,154.965283,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
25,raw:7c42facf9c788bdc656fc4298dcef1d90057989d,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.51,13.85,7.0635,25,25,0,0,157.127068,331.024855,154.965283,176.059572,154.965283,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
26,raw:85b4b5736b549a9d3754daa883f99ac0231f38cd,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.41,22.08,9.0528,26,26,0,0,166.179868,353.104855,177.045283,176.059572,176.059572,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
27,raw:c46e228a11be78f7c9656fe42afe97c8a23772ae,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.51,5.0,2.55,27,27,0,0,168.729868,358.104855,177.045283,181.059572,177.045283,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
28,raw:c68bacaea5605f761dcda451381374d3cb655214,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.5100000196000032,10.20408,5.204081,28,28,0,0,173.933949,368.308935,177.045283,191.263652,177.045283,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
29,raw:d2e1bef4cb1aeb9aaaebdcdac93928dd46b5abf4,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.410000019344268,5.16949,2.119491,29,29,0,0,176.05344,373.478425,182.214773,191.263652,182.214773,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
30,raw:db0a6e6642a89d0d020192e0c11476652d5bba52,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.58,16.32,9.4656,30,30,0,0,185.51904,389.798425,182.214773,207.583652,182.214773,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
31,raw:ea242717147ced5cf6d55b942830dc148b165ccc,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.41,6.9,2.829,31,31,0,0,188.34804,396.698425,189.114773,207.583652,189.114773,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
32,raw:f4d091b631e3910ca591cac7a232fad77e7bbf72,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.52,10.08,5.2416,32,32,0,0,193.58964,406.778425,189.114773,217.663652,189.114773,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
33,raw:f5be8799e9b69279425576d1aadd481a16514e33,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.52,39.92,20.7584,33,33,0,0,214.34804,446.698425,189.114773,257.583652,189.114773,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
34,raw:f5e70868225fa3f68f2aa76d84b13e4a1ffa4b5f,2026-05-14T23:05:24+00:00,1778799924,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.41000000368750056,10.847456,4.447457,34,34,0,0,218.795497,457.545881,199.962229,257.583652,199.962229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
35,raw:0ba991a3be42d80b7600b05c5b66aa7f878196fc,2026-05-14T23:05:26+00:00,1778799926,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,26,274,BUY,TRADE,Down,BUY,0.58,50.0,29.0,35,35,0,0,247.795497,507.545881,199.962229,307.583652,199.962229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
36,raw:430b2c5bb0ab42564e6ab507605289b9e2dfd332,2026-05-14T23:05:30+00:00,1778799930,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,30,270,BUY,TRADE,Down,BUY,0.54,50.0,27.0,36,36,0,0,274.795497,557.545881,199.962229,357.583652,199.962229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
37,raw:539da04b9fbcc8b01172cc01d19964c0e4fa03c2,2026-05-14T23:05:30+00:00,1778799930,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,30,270,BUY,TRADE,Down,BUY,0.55,50.0,27.5,37,37,0,0,302.295497,607.545881,199.962229,407.583652,199.962229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
38,raw:57b4d794a1275c93b49041f4728e3f878d2b540f,2026-05-14T23:05:30+00:00,1778799930,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,30,270,BUY,TRADE,Down,BUY,0.57,50.0,28.5,38,38,0,0,330.795497,657.545881,199.962229,457.583652,199.962229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
39,raw:94773bad204b186ed0d7e6bec08b133299d6976d,2026-05-14T23:05:30+00:00,1778799930,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,30,270,BUY,TRADE,Down,BUY,0.56,50.0,28.0,39,39,0,0,358.795497,707.545881,199.962229,507.583652,199.962229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
40,raw:00732a7e739ac3729defe8e10ee6dc23e91e3669,2026-05-14T23:05:31+00:00,1778799931,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,31,269,BUY,TRADE,Up,BUY,0.41,47.33,19.4053,40,40,0,0,378.200797,754.875881,247.292229,507.583652,247.292229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
41,raw:118dc8174f88d755514e09e5db9cc3f750a56b4c,2026-05-14T23:05:31+00:00,1778799931,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,31,269,BUY,TRADE,Up,BUY,0.42,9.43,3.9606,41,41,0,0,382.161397,764.305881,256.722229,507.583652,256.722229,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
42,raw:716102892bccecd80c37ba3809b343a2b939da99,2026-05-14T23:05:31+00:00,1778799931,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,31,269,BUY,TRADE,Up,BUY,0.42000000464000087,8.620688,3.620689,42,42,0,0,385.782086,772.926569,265.342917,507.583652,265.342917,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
43,raw:b56c02ad77f14758096008104eeffd0420e2d302,2026-05-14T23:05:31+00:00,1778799931,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,31,269,BUY,TRADE,Up,BUY,0.410000138850163,2.664743,1.092545,43,43,0,0,386.874631,775.591312,268.00766,507.583652,268.00766,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
44,raw:d938b97027213d345f20dbc75f2fa7b0ecf0da4e,2026-05-14T23:05:31+00:00,1778799931,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,31,269,BUY,TRADE,Up,BUY,0.42,5.0,2.1,44,44,0,0,388.974631,780.591312,273.00766,507.583652,273.00766,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
45,raw:0160dae1c97be4bdfc68d1b29b6df0262bf1ec5f,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.42000000464000087,8.620688,3.620689,45,45,0,0,392.59532,789.212,281.628348,507.583652,281.628348,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
46,raw:073ac79495cc61711825349c1b35cdf523db9320,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.38000001771428804,10.161289,3.86129,46,46,0,0,396.45661,799.373289,291.789637,507.583652,291.789637,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
47,raw:14a242b2a02c698a80e31a8688fc4ec584153d5e,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.38,12.0,4.56,47,47,0,0,401.01661,811.373289,303.789637,507.583652,303.789637,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
48,raw:38573eef983a3aa930e706be646aa02c42e1186d,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.38000001081620055,25.887094,9.837096,48,48,0,0,410.853706,837.260383,329.676731,507.583652,329.676731,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
49,raw:4f79241f36c9d9db25c19b0a63c543d18e4435c7,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.38,1.94,0.7372,49,49,0,0,411.590906,839.200383,331.616731,507.583652,331.616731,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
50,raw:7866203afc45dd6dd129ca69967744177e4c1e04,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.42000017492085984,2.172411,0.912413,50,50,0,0,412.503319,841.372794,333.789142,507.583652,333.789142,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
51,raw:8e28330846ad31202cc3eb6abc770c7c30dcf46c,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.4200000697744802,2.293102,0.963103,51,51,0,0,413.466422,843.665896,336.082244,507.583652,336.082244,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
52,raw:cff2a6aca446d8f3a8905a74078c6b0cae676285,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.42000009246382036,2.379309,0.99931,52,52,0,0,414.465732,846.045205,338.461553,507.583652,338.461553,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
53,raw:dc0612815171e3a2a2df5f5766a056180e3feaff,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.42000000464000087,8.620688,3.620689,53,53,0,0,418.086421,854.665893,347.082241,507.583652,347.082241,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
54,raw:f1a3cb0cbc3c683f361eecce3c58ad3f3995fc12,2026-05-14T23:05:33+00:00,1778799933,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.4200001740002958,1.724135,0.724137,54,54,0,0,418.810558,856.390028,348.806376,507.583652,348.806376,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
55,raw:6167c23ba2b2bf8ff7767a700e78650dbdd6897e,2026-05-14T23:05:37+00:00,1778799937,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,37,263,BUY,TRADE,Down,BUY,0.61,2.87,1.7507,55,55,0,0,420.561258,859.260028,348.806376,510.453652,348.806376,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
56,raw:2c1a8c192565969e9e90c3df358c7f2b67180c5c,2026-05-14T23:05:38+00:00,1778799938,btc-updown-5m-1778799900 | btc-updown-5m-1778799900,7:05-7:10 PM ET,02:05-02:10 Europe/Kyiv,38,262,BUY,TRADE,Up,BUY,0.37,50.0,18.5,56,56,0,0,439.061258,909.260028,398.806376,510.453652,398.806376,btc-updown-5m-1778799900,btc-updown-5m-1778799900,"Bitcoin Up or Down - May 14, 7:05PM-7:10PM ET"
