seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
12,raw:9283b0b7c68fe6f0f3d35a436d7e22f959e1c82b,2026-05-14T21:55:16+00:00,1778795716,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,16,284,BUY,TRADE,Down,BUY,0.73,50.0,36.5,12,12,0,0,334.8392,452.42,0.0,452.42,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
13,raw:a32b33e325fd9d0140a2868964fe6213ff8b4f3a,2026-05-14T21:55:16+00:00,1778795716,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,16,284,BUY,TRADE,Down,BUY,0.74,50.0,37.0,13,13,0,0,371.8392,502.42,0.0,502.42,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
14,raw:c65eaccbe47b4cc5445ff0a89dca2b3ea0839f26,2026-05-14T21:55:16+00:00,1778795716,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,16,284,BUY,TRADE,Down,BUY,0.76,47.58,36.1608,14,14,0,0,408.0,550.0,0.0,550.0,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
15,raw:f9274bf9d141132b8a7588b8e331f10695194402,2026-05-14T21:55:16+00:00,1778795716,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,16,284,BUY,TRADE,Down,BUY,0.71,50.0,35.5,15,15,0,0,443.5,600.0,0.0,600.0,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
16,raw:0a95acd4618f0bdad8d3e3be685f4eff035c6b4b,2026-05-14T21:55:17+00:00,1778795717,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.75,20.0,15.0,16,16,0,0,458.5,620.0,0.0,620.0,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
17,raw:27ff6438e40c09e9fda05f613c16929b01a11c76,2026-05-14T21:55:17+00:00,1778795717,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.75,1.34,1.005,17,17,0,0,459.505,621.34,0.0,621.34,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
18,raw:6e2c8d61bd015ffc15f6794b13faaf0a6b722a6c,2026-05-14T21:55:17+00:00,1778795717,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.75,20.0,15.0,18,18,0,0,474.505,641.34,0.0,641.34,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
19,raw:00204c35ce42fb8baada253fd5725bfa59fe3682,2026-05-14T21:55:19+00:00,1778795719,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,19,281,BUY,TRADE,Down,BUY,0.7700003852503179,1.739129,1.33913,19,19,0,0,475.84413,643.079129,0.0,643.079129,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
20,raw:601a5146b723bf9f14d7bded8f91b7115dfff137,2026-05-14T21:55:19+00:00,1778795719,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,19,281,BUY,TRADE,Down,BUY,0.77,2.5,1.925,20,20,0,0,477.76913,645.579129,0.0,645.579129,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
21,raw:9105bee9fa7554147608e341778a1f13b04b1515,2026-05-14T21:55:19+00:00,1778795719,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,19,281,BUY,TRADE,Down,BUY,0.7700000815171535,8.219129,6.32873,21,21,0,0,484.09786,653.798258,0.0,653.798258,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
22,raw:006c91adc895fe6cc43b3e21564966727bff632b,2026-05-14T21:55:21+00:00,1778795721,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.7700000842166353,6.768259,5.21156,22,22,0,0,489.30942,660.566517,0.0,660.566517,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
23,raw:556a1a294a68b62f6f1a4dc9d243f62011a42d87,2026-05-14T21:55:21+00:00,1778795721,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.77,37.54,28.9058,23,23,0,0,518.21522,698.106517,0.0,698.106517,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
24,raw:802dca5e0415757dd86ecce291fed5b60c12a2c1,2026-05-14T21:55:21+00:00,1778795721,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.770000030820002,21.739129,16.73913,24,24,0,0,534.95435,719.845646,0.0,719.845646,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
25,raw:83576ccff84922d0e991fc1fc6ed4eb7fddcebba,2026-05-14T21:55:21+00:00,1778795721,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.77,21.49,16.5473,25,25,0,0,551.50165,741.335646,0.0,741.335646,0.0,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
26,raw:0f3d9196d3095b9272ae07f53c8450898e831946,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.25,31.17,7.7925,26,26,0,0,559.29415,772.505646,31.17,741.335646,31.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
27,raw:201c38d3501cd119b1c946f42517e328dfeaa7b4,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.76,50.0,38.0,27,27,0,0,597.29415,822.505646,31.17,791.335646,31.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
28,raw:20bd9aed4ee041d4024d274436027143d904bb15,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.7400000460571479,13.461537,9.961538,28,28,0,0,607.255688,835.967183,31.17,804.797183,31.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
29,raw:254612518bd12248f3a01b85b13d83b73ac46239,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.24,5.0,1.2,29,29,0,0,608.455688,840.967183,36.17,804.797183,36.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
30,raw:53c1f3f94c53b0f45dc6f7e31d7edb781b680ca1,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.76,50.0,38.0,30,30,0,0,646.455688,890.967183,36.17,854.797183,36.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
31,raw:589280ddb94bb4a5224622797af6d9d6e2199947,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.74,39.99,29.5926,31,31,0,0,676.048288,930.957183,36.17,894.787183,36.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
32,raw:76bfa2eedfa3e3b85f864dc74ff387b72cbd85cc,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.72,50.0,36.0,32,32,0,0,712.048288,980.957183,36.17,944.787183,36.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
33,raw:7e1e1c8458dca296a552306111b4cd59110bf443,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.24,10.0,2.4,33,33,0,0,714.448288,990.957183,46.17,944.787183,46.17,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
34,raw:a6b087efa2f1dc2c8070db396036f9364d4fd502,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.22,22.10205,4.862451,34,34,0,0,719.310739,1013.059233,68.27205,944.787183,68.27205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
35,raw:c60ca13a238766aa9b3a11d029c1ad7b5b5ab52a,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.73,50.0,36.5,35,35,0,0,755.810739,1063.059233,68.27205,994.787183,68.27205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
36,raw:d6e5df32c6ec09366bbfbf4feec17e3aab60e28c,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.71,50.0,35.5,36,36,0,0,791.310739,1113.059233,68.27205,1044.787183,68.27205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
37,raw:d9cee0180bceee18a82e32ca871a8a24d87782be,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.75,50.0,37.5,37,37,0,0,828.810739,1163.059233,68.27205,1094.787183,68.27205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
38,raw:dae3dba48b50d5e097b857372d21778f3e3884e4,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.23,50.0,11.5,38,38,0,0,840.310739,1213.059233,118.27205,1094.787183,118.27205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
39,raw:e3833e6abbae198d3dbfd8fd4f5538c7686331ba,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.75,8.66,6.495,39,39,0,0,846.805739,1221.719233,118.27205,1103.447183,118.27205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
40,raw:e47d649428d2bca9cc8c4ce90cbae3430c994cb3,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.25,6.34,1.585,40,40,0,0,848.390739,1228.059233,124.61205,1103.447183,124.61205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
41,raw:ebf9a0b069f3d7c58f73a1f73e8482417dc3ba46,2026-05-14T21:55:23+00:00,1778795723,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,23,277,BUY,TRADE,Down,BUY,0.7400000679608002,10.005768,7.404269,41,41,0,0,855.795008,1238.065001,124.61205,1113.452951,124.61205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
42,raw:1bfa87ca108f72867cc90c193a889b3e8f1ebebe,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.24,10.0,2.4,42,42,0,0,858.195008,1248.065001,134.61205,1113.452951,134.61205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
43,raw:51775086c074a8bc5e769a0ed1ffcb2ddf9a8f5a,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.75,20.0,15.0,43,43,0,0,873.195008,1268.065001,134.61205,1133.452951,134.61205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
44,raw:83c683be4eada8e8a8ecb4510e43123becd4c57a,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.24,35.0,8.4,44,44,0,0,881.595008,1303.065001,169.61205,1133.452951,169.61205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
45,raw:bc9b8ddd40e551255a22e646b3bf25ef5752ff2a,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.24,40.0,9.6,45,45,0,0,891.195008,1343.065001,209.61205,1133.452951,209.61205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
46,raw:be042cf9171d36f6213b0e7ba7250281b98b2dd6,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.22,27.89,6.1358,46,46,0,0,897.330808,1370.955001,237.50205,1133.452951,237.50205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
47,raw:c86f9154caa7b89c3969b55753764ee89e13f187,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.23,43.26,9.9498,47,47,0,0,907.280608,1414.215001,280.76205,1133.452951,280.76205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
48,raw:cf524fbcc3404b82b7250f4cfc78708ad8299d3c,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.23,6.74,1.5502,48,48,0,0,908.830808,1420.955001,287.50205,1133.452951,287.50205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
49,raw:d8e0f33706a5212cbc6835d03ed284cbae361d3d,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.25,5.0,1.25,49,49,0,0,910.080808,1425.955001,292.50205,1133.452951,292.50205,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
50,raw:dd5776674b11f72f92b8230aafe543480d63aaf1,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.25,2.666664,0.666666,50,50,0,0,910.747474,1428.621665,295.168714,1133.452951,295.168714,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
51,raw:efa87d2c19b6b54823172400485a9f465b3bcb08,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.740000072800016,7.692306,5.692307,51,51,0,0,916.439781,1436.313971,295.168714,1141.145257,295.168714,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
52,raw:f9fb66840c36a82adcbb0a4100675f7909852f13,2026-05-14T21:55:24+00:00,1778795724,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.25,4.82,1.205,52,52,0,0,917.644781,1441.133971,299.988714,1141.145257,299.988714,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
53,raw:067525f9af08f9fc54a31cee99a61491d31305b3,2026-05-14T21:55:26+00:00,1778795726,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,26,274,BUY,TRADE,Up,BUY,0.23,2.5974,0.597402,53,53,0,0,918.242183,1443.731371,302.586114,1141.145257,302.586114,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
54,raw:0bf7c35c3b5b8743dc88eec47ef8f1bf6f11e5ab,2026-05-14T21:55:26+00:00,1778795726,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,26,274,BUY,TRADE,Down,BUY,0.75,8.0,6.0,54,54,0,0,924.242183,1451.731371,302.586114,1149.145257,302.586114,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
55,raw:c94aee18d4456a56217a5a6cced6416b9ac64296,2026-05-14T21:55:26+00:00,1778795726,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,26,274,BUY,TRADE,Down,BUY,0.75,4.0,3.0,55,55,0,0,927.242183,1455.731371,302.586114,1153.145257,302.586114,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
56,raw:889a6ecb752066c91046fb4f83e056f3a38b9109,2026-05-14T21:55:28+00:00,1778795728,btc-updown-5m-1778795700 | btc-updown-5m-1778795700,5:55-6:00 PM ET,00:55-01:00 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.23,2.5974,0.597402,56,56,0,0,927.839585,1458.328771,305.183514,1153.145257,305.183514,btc-updown-5m-1778795700,btc-updown-5m-1778795700,"Bitcoin Up or Down - May 14, 5:55PM-6:00PM ET"
