seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:15b8d745ef54e0c95a2a53715dbec7b553f2f2f2,2026-05-15T04:05:11+00:00,1778817911,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.41,10.0,4.1,1,1,0,0,4.1,10.0,0.0,10.0,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
2,raw:253738474cae2b6c4688db27ea39c24aaca6102e,2026-05-15T04:05:11+00:00,1778817911,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.37,50.0,18.5,2,2,0,0,22.6,60.0,0.0,60.0,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
3,raw:70b95c6afc35e3c21340bd5aea380c1b2b473f61,2026-05-15T04:05:11+00:00,1778817911,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.41000006268753253,5.423726,2.223728,3,3,0,0,24.823728,65.423726,0.0,65.423726,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
4,raw:8847cd953bc139cfd161f1299e832a07bf902f52,2026-05-15T04:05:11+00:00,1778817911,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.35,50.0,17.5,4,4,0,0,42.323728,115.423726,0.0,115.423726,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
5,raw:c5ebdba595f798e9293f240eb9b9f597b5facb51,2026-05-15T04:05:11+00:00,1778817911,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.41000008034048296,3.983048,1.63305,5,5,0,0,43.956778,119.406774,0.0,119.406774,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
6,raw:2c869c34d35fdb71ab1827cf103b2806e4de4fc3,2026-05-15T04:05:21+00:00,1778817921,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.23000001301075645,8.454543,1.944545,6,6,0,0,45.901323,127.861317,0.0,127.861317,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
7,raw:4bb43fb2d15a7b0d18f23dfc6dbb8f95a44be9c0,2026-05-15T04:05:21+00:00,1778817921,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.23000000976228352,16.389608,3.76961,7,7,0,0,49.670933,144.250925,0.0,144.250925,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
8,raw:b440cdf6f8b2fafb53d42588fec6053940e500a4,2026-05-15T04:05:21+00:00,1778817921,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.23,3.0,0.69,8,8,0,0,50.360933,147.250925,0.0,147.250925,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
9,raw:cdc5b1229a23fa09678e42984b9d0d2421889e7b,2026-05-15T04:05:21+00:00,1778817921,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.23000000777778556,2.571426,0.591428,9,9,0,0,50.952361,149.822351,0.0,149.822351,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
10,raw:f80e6ad6dd72335328756dad88aeecf4a9a9b741,2026-05-15T04:05:21+00:00,1778817921,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.23,0.58,0.1334,10,10,0,0,51.085761,150.402351,0.0,150.402351,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
11,raw:ff11a69d7cdfb39eb47e8fdd4211000807aa2806,2026-05-15T04:05:21+00:00,1778817921,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,21,279,BUY,TRADE,Down,BUY,0.23,6.0,1.38,11,11,0,0,52.465761,156.402351,0.0,156.402351,0.0,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
12,raw:1f9eea46d028033b90b23311c419821300a3b12b,2026-05-15T04:05:27+00:00,1778817927,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,27,273,BUY,TRADE,Up,BUY,0.7600000757894897,7.916665,6.016666,12,12,0,0,58.482427,164.319016,7.916665,156.402351,7.916665,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
13,raw:089a4312c7af51175e2d708a3aeefbeed13f832e,2026-05-15T04:05:41+00:00,1778817941,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,41,259,BUY,TRADE,Up,BUY,0.87,5.0,4.35,13,13,0,0,62.832427,169.319016,12.916665,156.402351,12.916665,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
14,raw:216e9c39458d68c1bdce8f2fe9c58dc44237bcea,2026-05-15T04:05:41+00:00,1778817941,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,41,259,BUY,TRADE,Up,BUY,0.87,9.25,8.0475,14,14,0,0,70.879927,178.569016,22.166665,156.402351,22.166665,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
15,raw:0b428424819d927d3c0bcade282609fcdf0cf72c,2026-05-15T04:05:42+00:00,1778817942,btc-updown-5m-1778817900 | btc-updown-5m-1778817900,12:05-12:10 AM ET,07:05-07:10 Europe/Kyiv,42,258,BUY,TRADE,Up,BUY,0.84,7.5,6.3,15,15,0,0,77.179927,186.069016,29.666665,156.402351,29.666665,btc-updown-5m-1778817900,btc-updown-5m-1778817900,"Bitcoin Up or Down - May 15, 12:05AM-12:10AM ET"
