seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
21,raw:56fdab280d1f427ee8ad55f661eaec0b59b9bc62,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.22,1.76,0.3872,21,21,0,0,64.829728,226.429219,0.0,226.429219,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
22,raw:587447c9432ca13e2dcefe628ab6f581d70db4e1,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.24,11.68,2.8032,22,22,0,0,67.632928,238.109219,0.0,238.109219,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
23,raw:71f4e6f3151a06945bbbd767c6bb144985ae6564,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.25,1.333332,0.333333,23,23,0,0,67.966261,239.442551,0.0,239.442551,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
24,raw:77fd105edfe5fb9294ccada31a99a09d3db7378e,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.24,5.0,1.2,24,24,0,0,69.166261,244.442551,0.0,244.442551,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
25,raw:8df0f089a970cf8b9390faecde9247a334e06526,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.22000000731250108,8.205127,1.805128,25,25,0,0,70.971389,252.647678,0.0,252.647678,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
26,raw:aae952b8a236d442b8221c03c5ef585779cde3f4,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.21,12.76,2.6796,26,26,0,0,73.650989,265.407678,0.0,265.407678,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
27,raw:d16cf3524d0866f8b8869b28da51a2dbb22df484,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.21,5.0,1.05,27,27,0,0,74.700989,270.407678,0.0,270.407678,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
28,raw:d5e4b556dfa35b124449cee9588cf6f06a96f871,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.24000009120017146,1.315787,0.315789,28,28,0,0,75.016778,271.723465,0.0,271.723465,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
29,raw:db37f6497531612291cf55a37e2469b33b4fab45,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.21,1.0,0.21,29,29,0,0,75.226778,272.723465,0.0,272.723465,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
30,raw:eccdd1784b0a1f9d3b1e2620630ba4971e2d1992,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.22,3.0,0.66,30,30,0,0,75.886778,275.723465,0.0,275.723465,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
31,raw:edffed51f993a3f3a5d47a032a432f0c7f18989b,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.24000003040001094,6.578945,1.578947,31,31,0,0,77.465725,282.30241,0.0,282.30241,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
32,raw:f8401a5785250ddd4a838385a5a4b95b69fccef5,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.22,20.0,4.4,32,32,0,0,81.865725,302.30241,0.0,302.30241,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
33,raw:ff41ac313e5bf994b439358d2dc7dc0119a8b7ba,2026-05-15T03:10:14+00:00,1778814614,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.24,5.0,1.2,33,33,0,0,83.065725,307.30241,0.0,307.30241,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
34,raw:1089fecec0e2b2c481e88315046956721d17b946,2026-05-15T03:10:16+00:00,1778814616,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,16,284,BUY,TRADE,Down,BUY,0.21,19.99,4.1979,34,34,0,0,87.263625,327.29241,0.0,327.29241,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
35,raw:d13eadce024d5f9c24171e48e7cef53b16070a17,2026-05-15T03:10:16+00:00,1778814616,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,16,284,BUY,TRADE,Down,BUY,0.21000000889569706,11.24139,2.360692,35,35,0,0,89.624317,338.5338,0.0,338.5338,0.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
36,raw:1c95fab02431b769c2c5508da1214d697f26e4e4,2026-05-15T03:10:17+00:00,1778814617,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,17,283,BUY,TRADE,Up,BUY,0.77,5.0,3.85,36,36,0,0,93.474317,343.5338,5.0,338.5338,5.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
37,raw:7df9ff367b82b8001352db915bf94f0b377bb5a4,2026-05-15T03:10:17+00:00,1778814617,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,17,283,BUY,TRADE,Up,BUY,0.77,5.0,3.85,37,37,0,0,97.324317,348.5338,10.0,338.5338,10.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
38,raw:902bcb39e2362d490a695651f8fe206a318bd7dc,2026-05-15T03:10:17+00:00,1778814617,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,17,283,BUY,TRADE,Up,BUY,0.77,50.0,38.5,38,38,0,0,135.824317,398.5338,60.0,338.5338,60.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
39,raw:90577457407d175e72e16a4d986721ddae5d9688,2026-05-15T03:10:17+00:00,1778814617,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,17,283,BUY,TRADE,Up,BUY,0.77,5.0,3.85,39,39,0,0,139.674317,403.5338,65.0,338.5338,65.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
40,raw:d8fd6f15bfc245db1f0a9496e5e3436c5ccdede5,2026-05-15T03:10:17+00:00,1778814617,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,17,283,BUY,TRADE,Up,BUY,0.77,35.0,26.95,40,40,0,0,166.624317,438.5338,100.0,338.5338,100.0,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
41,raw:da43cfbb86c88c3ec9d5ed3ac7d4acc5a4eee247,2026-05-15T03:10:17+00:00,1778814617,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,17,283,BUY,TRADE,Up,BUY,0.75,2.74,2.055,41,41,0,0,168.679317,441.2738,102.74,338.5338,102.74,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
42,raw:ddaef252aefa133608fa42e12ef87a0f6a42668b,2026-05-15T03:10:17+00:00,1778814617,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,17,283,BUY,TRADE,Up,BUY,0.76,50.0,38.0,42,42,0,0,206.679317,491.2738,152.74,338.5338,152.74,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
43,raw:b469d37934971a6729769d8625810909cd0304a4,2026-05-15T03:10:19+00:00,1778814619,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.77,10.25,7.8925,43,43,0,0,214.571817,501.5238,162.99,338.5338,162.99,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
44,raw:78ccfd0faea68d146c0344b9b759b3f905955ee5,2026-05-15T03:10:21+00:00,1778814621,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.77,39.75,30.6075,44,44,0,0,245.179317,541.2738,202.74,338.5338,202.74,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
45,raw:1de5b12c54f5ac65e7301b9ce9aa90975d1de8d0,2026-05-15T03:10:23+00:00,1778814623,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.72,50.0,36.0,45,45,0,0,281.179317,591.2738,252.74,338.5338,252.74,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
46,raw:5ce02eb0fe7c0db055dfa6e2da704f9b29974b83,2026-05-15T03:10:23+00:00,1778814623,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.68,5.07,3.4476,46,46,0,0,284.626917,596.3438,257.81,338.5338,257.81,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
47,raw:1a700aa152f4b230ede08e1109ef2f85234ffbbb,2026-05-15T03:10:28+00:00,1778814628,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.7400000331511873,16.892306,12.500307,47,47,0,0,297.127224,613.236106,274.702306,338.5338,274.702306,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
48,raw:c03171cd56dd26e385f4b161b641e7a19bfc12d3,2026-05-15T03:10:28+00:00,1778814628,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.74,33.1,24.494,48,48,0,0,321.621224,646.336106,307.802306,338.5338,307.802306,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
49,raw:765052c3c4b379c1b8f9f4a1c37661ae927cb57f,2026-05-15T03:10:33+00:00,1778814633,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,33,267,BUY,TRADE,Down,BUY,0.24000000634682225,12.604733,3.025136,49,49,0,0,324.64636,658.940839,307.802306,351.138533,307.802306,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
50,raw:b22d37a519a5abf8ccf9b1e52e48e9d049dfcdcb,2026-05-15T03:10:33+00:00,1778814633,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.7400000126779324,41.016152,30.351953,50,50,0,0,354.998313,699.956991,348.818458,351.138533,348.818458,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
51,raw:b2a42fbcf71b47f5f70091d21db6db8a9ac30520,2026-05-15T03:10:33+00:00,1778814633,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,33,267,BUY,TRADE,Down,BUY,0.24000009120017146,1.315787,0.315789,51,51,0,0,355.314102,701.272778,348.818458,352.45432,348.818458,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
52,raw:f9b188296f463006d8becbc25160872355be30ad,2026-05-15T03:10:33+00:00,1778814633,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.74,6.36,4.7064,52,52,0,0,360.020502,707.632778,355.178458,352.45432,352.45432,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
53,raw:ec0d8d999d78e126317dee9b183a6d003244f563,2026-05-15T03:10:35+00:00,1778814635,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,35,265,BUY,TRADE,Up,BUY,0.75,50.0,37.5,53,53,0,0,397.520502,757.632778,405.178458,352.45432,352.45432,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
54,raw:0eb2effaef25d73c2e7aca19840c24dc898bba93,2026-05-15T03:10:37+00:00,1778814637,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,37,263,BUY,TRADE,Down,BUY,0.2,3.0,0.6,54,54,0,0,398.120502,760.632778,405.178458,355.45432,355.45432,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
55,raw:1c68fa8b91691deda3342a6e2a709d1ee9bddc91,2026-05-15T03:10:37+00:00,1778814637,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,37,263,BUY,TRADE,Down,BUY,0.21,50.0,10.5,55,55,0,0,408.620502,810.632778,405.178458,405.45432,405.178458,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
56,raw:2ca0193b028309128546bac09604b67f847cd218,2026-05-15T03:10:37+00:00,1778814637,btc-updown-5m-1778814600 | btc-updown-5m-1778814600,11:10-11:15 PM ET,06:10-06:15 Europe/Kyiv,37,263,BUY,TRADE,Down,BUY,0.19,6.73,1.2787,56,56,0,0,409.899202,817.362778,405.178458,412.18432,405.178458,btc-updown-5m-1778814600,btc-updown-5m-1778814600,"Bitcoin Up or Down - May 14, 11:10PM-11:15PM ET"
